inventory_numbers;tag_inv;NURI;NURI_tag;taxonomy_1;tag_tax_1;taxonomy_2;tag_tax_2;location;tag_loc;stratigraphy;tag_str;author;author_tag;year;year_tag;old_inventory;old_inventory_tag;collector;collector_tag;determiner;determiner_tag
MB.I.8609;INV;http://coll.mfn-berlin.de/u/94078d;O;Coleoptera;ORD;indet.;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.2243 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2003;O;;O
MB.I.8610;INV;http://coll.mfn-berlin.de/u/e0bd33;O;Insecta;CLASS;indet.;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.8610 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2003;O;;O
MB.I.8611;INV;http://coll.mfn-berlin.de/u/e0bbd1;O;Zygoptera;ORD;indet.;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.2241 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2003;O;;O
MB.I.8612;INV;http://coll.mfn-berlin.de/u/3b7419;O;Neuropterida;ORD;indet.;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.2239 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2003;O;;O
MB.I.8615;INV;http://coll.mfn-berlin.de/u/940760;O;Stratiomyidae;FAM;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8616;INV;http://coll.mfn-berlin.de/u/e0bcaf;O;Formicidae;FAM;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8617;INV;http://coll.mfn-berlin.de/u/940772;O;Insecta;CLASS;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8618;INV;http://coll.mfn-berlin.de/u/940783;O;Heteroptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8619;INV;http://coll.mfn-berlin.de/u/e4d97f;O;Pseudosirex;GEN;schroeteri;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;;O
MB.I.862;INV;http://coll.mfn-berlin.de/u/e4d984;O;Insecta;CLASS;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Oppenheim;O;1885;O;;O;Slg. Häberlein 1880;O;;O
MB.I.8620;INV;http://coll.mfn-berlin.de/u/e4d985;O;Insecta;CLASS;indet.;SPE;Florissant Colorado Springs Colorado USA;LOC;Florissant-Formation höchstes Eozän;STR;;O;;O;MB.1996.5.2;O;leg. Schultka 1996;O;;O
MB.I.8622;INV;http://coll.mfn-berlin.de/u/e4d989;O;Insecta;CLASS;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;siche. MacGintic H., 1969;O
MB.I.8624;INV;http://coll.mfn-berlin.de/u/e4d97b;O;Insecta;CLASS;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;siche. MacGintic H., 1969;O
MB.I.8626;INV;http://coll.mfn-berlin.de/u/e4d971;O;Coleoptera;ORD;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;siche. MacGintic H., 1969;O
MB.I.8627;INV;http://coll.mfn-berlin.de/u/e4d973;O;Heteroptera;ORD;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;siche. MacGintic H., 1969;O
MB.I.8628;INV;http://coll.mfn-berlin.de/u/e4d972;O;Diptera;ORD;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;siche. MacGintic H., 1969;O
MB.I.8629;INV;http://coll.mfn-berlin.de/u/e4d986;O;Diptera;ORD;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;siche. MacGintic H., 1969;O
MB.I.863.a;INV;http://coll.mfn-berlin.de/u/e4d975;O;Heteroptera;ORD;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Oppenheim;O;1885;O;56;O;Slg. Häberlein 1880;O;;O
MB.I.863.b;INV;http://coll.mfn-berlin.de/u/e4d976;O;Pseudosirex;GEN;minimus;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Oppenheim;O;1885;O;57;O;;O;;O
MB.I.8630;INV;http://coll.mfn-berlin.de/u/e4d977;O;Pseudosirex;GEN;minimus;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;siche. MacGintic H., 1969;O
MB.I.8631;INV;http://coll.mfn-berlin.de/u/e4d979;O;Heteroptera;ORD;indet.;SPE;Florissant Colorado Springs Colorado USA;LOC;Florissant-Formation höchstes Eozän;STR;;O;;O;MB.1996.5.2;O;leg. Schultka 1996;O;;O
MB.I.8632;INV;http://coll.mfn-berlin.de/u/9407e3;O;Insecta;CLASS;indet.;SPE;Florissant Colorado Springs Colorado USA;LOC;Florissant-Formation höchstes Eozän;STR;;O;;O;MB.1996.5.2;O;leg. Schultka 1996;O;;O
MB.I.8633;INV;http://coll.mfn-berlin.de/u/94082b;O;Insecta;CLASS;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;siche. MacGintic H., 1969;O
MB.I.8634;INV;http://coll.mfn-berlin.de/u/e4d978;O;Formicidae;FAM;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8635;INV;http://coll.mfn-berlin.de/u/e4d974;O;Cephidae;FAM;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8636;INV;http://coll.mfn-berlin.de/u/e4d97a;O;Formicidae;FAM;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8637;INV;http://coll.mfn-berlin.de/u/e4d97e;O;Bibionidea;FAM;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;siche. MacGintic H., 1969;O
MB.I.8638;INV;http://coll.mfn-berlin.de/u/e4d97c;O;Buprestidae;FAM;indet.;SPE;Sachsen Seifhennersdorf bei Zitten;LOC;Tertiär;STR;;O;;O;;O;;O;;O
MB.I.865;INV;http://coll.mfn-berlin.de/u/e4d983;O;Pseudosirex;GEN;minimus;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Oppenheim;O;1885;O;49;O;Coll. Redenbacher;O;;O
MB.I.866.a;INV;http://coll.mfn-berlin.de/u/e4d97d;O;Pseudosirex;GEN;minimus;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Oppenheim;O;1885;O;49;O;Slg. Redenbacher;O;;O
MB.I.866.b;INV;http://coll.mfn-berlin.de/u/592e65;O;Pseudosirex;GEN;minimus;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Oppenheim;O;1885;O;50;O;Slg. Redenbacher;O;;O
